A_Index;Aussenqualitaet;Aussenzustand;Baujahr;Besonderheiten;Garagen;Garagenbaujahr;Grundstueck_qm;Heizungszustand;Kamine;Kaminqualitaet;Keller;Kuechenzustand;Lage;Qualitaet;Renovierungsjahr;Steuerzuordnung;Verkaufsjahr;Wohnflaeche_qm;Zustand;Zz_Verkaufspreis
1365;Durchschnitt;Durchschnitt;2012.0;;2.0;2012.0;754;Sehr gut;1;Durchschnitt;Guter Wohnraum;Durchschnitt;Upper East Side;6;0.0;4;2021;1514;5;260028
185;Gut;Durchschnitt;2018.0;;2.0;2019.0;557;Sehr gut;1;Gut;Guter Wohnraum;Gut;Heroes Park;8;2019.0;3;2020;1342;5;288847
318;Gut;Durchschnitt;2014.0;;2.0;2014.0;758;Sehr gut;1;Gut;Guter Wohnraum;Gut;Upper East Side;8;0.0;1;2021;1811;5;321613
959;Durchschnitt;Durchschnitt;1987.0;;2.0;1988.0;436;Durchschnitt;1;Durchschnitt;Mittlerer Wohnraum;Durchschnitt;Upper East Side;6;0.0;2;2018;958;5;155731
2129;Durchschnitt;Gut;1926.0;;2.0;1981.0;814;Sehr gut;0;;Rohbau;Gut;Lower East Side;6;2015.0;1;2019;1716;4;205614
733;Gut;Durchschnitt;2016.0;;2.0;2016.0;735;Sehr gut;0;;Guter Wohnraum;Gut;Queensland Doors;7;2022.0;4;2023;1480;5;316772
1387;Durchschnitt;Durchschnitt;1990.0;;2.0;1990.0;1061;Durchschnitt;1;Durchschnitt;Mittlerer Wohnraum;Durchschnitt;Upper East Side;7;0.0;1;2021;1601;5;214865
1347;Gut;Durchschnitt;2015.0;;2.0;2015.0;873;Sehr gut;0;;Guter Wohnraum;Gut;Upper West Side;7;0.0;4;2022;1573;5;258472
289;Durchschnitt;Durchschnitt;1982.0;;0.0;;133;Durchschnitt;1;Durchschnitt;Rohbau;Durchschnitt;Lower East Side;4;2020.0;4;2021;1344;6;132751
351;Durchschnitt;Durchschnitt;1964.0;;1.0;1964.0;685;Gut;0;;Kein Wohnraum;Durchschnitt;Queensland Doors;5;0.0;2;2019;773;5;139185
1416;Durchschnitt;Durchschnitt;1974.0;;1.0;1988.0;701;Gut;0;;Kein Wohnraum;Durchschnitt;Upper East Side;5;0.0;1;2015;965;5;129683
1160;Durchschnitt;Durchschnitt;1976.0;;2.0;1976.0;913;Gut;1;Gut;Kein Wohnraum;Durchschnitt;Queensland Doors;6;0.0;2;2020;1425;5;237525
1691;Durchschnitt;Durchschnitt;1965.0;;1.0;1965.0;533;Sehr gut;0;;Rohbau;Durchschnitt;Lower East Side;4;2011.0;2;2019;901;7;136527
1789;Durchschnitt;Durchschnitt;1953.0;;1.0;1953.0;537;Sehr gut;0;;Niedrige Qualität;Durchschnitt;Upper East Side;6;1963.0;2;2023;919;5;140623
151;Gut;Durchschnitt;2014.0;;2.0;2014.0;1047;Sehr gut;0;;Rohbau;Gut;Upper West Side;7;0.0;2;2016;1720;5;221035
2103;Durchschnitt;Gut;1958.0;;1.0;1959.0;295;Gut;2;Gut;Rohbau;Durchschnitt;Lower East Side;7;2004.0;5;2021;1389;8;184756
2090;Durchschnitt;Durchschnitt;1969.0;;1.0;1969.0;652;Sehr gut;0;;Kein Wohnraum;Gut;Queensland Doors;6;0.0;4;2016;864;6;134983
712;Durchschnitt;Gut;1963.0;;1.0;1964.0;480;Sehr gut;0;;Freizeitraum;Gut;Lower East Side;5;2009.0;3;2015;833;7;126547
1553;Durchschnitt;Durchschnitt;2010.0;;2.0;2010.0;785;Sehr gut;1;Durchschnitt;Guter Wohnraum;Durchschnitt;Upper West Side;6;0.0;1;2021;1772;5;273713
2639;Gut;Durchschnitt;2016.0;;2.0;2016.0;824;Sehr gut;0;;Rohbau;Gut;Upper West Side;7;0.0;4;2017;1797;5;249764
2394;Durchschnitt;Durchschnitt;1981.0;;1.0;1981.0;921;Durchschnitt;0;;Freizeitraum;Durchschnitt;Queensland Doors;4;0.0;1;2020;936;6;147252
1887;Durchschnitt;Durchschnitt;1981.0;;2.0;1981.0;1157;Sehr gut;2;Gut;Kein Wohnraum;Durchschnitt;Queensland Doors;6;0.0;5;2019;2117;7;300513
1375;Durchschnitt;Durchschnitt;1964.0;;2.0;1964.0;1717;Sehr gut;0;;Niedrige Qualität;Durchschnitt;Upper East Side;4;0.0;5;2023;864;5;208714
980;Durchschnitt;Durchschnitt;1911.0;;2.0;1946.0;862;Sehr gut;0;;Rohbau;Durchschnitt;Lower East Side;4;1961.0;2;2018;1798;8;166681
961;Durchschnitt;Durchschnitt;2022.0;;2.0;2022.0;929;Sehr gut;0;;Guter Wohnraum;Gut;Lower East Side;6;0.0;5;2023;1212;5;275325
547;Gut;Durchschnitt;2010.0;;2.0;2010.0;786;Sehr gut;1;Durchschnitt;Guter Wohnraum;Gut;Upper West Side;7;2011.0;2;2022;1417;5;239116
1301;Durchschnitt;Durchschnitt;2006.0;;2.0;2008.0;824;Sehr gut;0;;Guter Wohnraum;Durchschnitt;Upper West Side;5;2007.0;2;2020;990;5;190810
1190;Gut;Durchschnitt;2000.0;;2.0;2000.0;1069;Sehr gut;2;Durchschnitt;Guter Wohnraum;Gut;Upper East Side;7;0.0;3;2023;1433;5;399665
652;Gut;Gut;1927.0;Pool;2.0;1927.0;2282;Gut;1;Sehr gut;Guter Wohnraum;Gut;Queensland Doors;8;1999.0;5;2015;3112;4;254176
775;Gut;Durchschnitt;2012.0;;2.0;2012.0;393;Sehr gut;0;;Guter Wohnraum;Gut;Upper West Side;6;0.0;5;2015;848;5;143852
2191;Durchschnitt;Gut;2009.0;;2.0;2011.0;994;Gut;0;;Guter Wohnraum;Durchschnitt;Upper West Side;5;0.0;1;2023;965;5;235358
1496;Durchschnitt;Gut;1953.0;;1.0;1953.0;647;Durchschnitt;2;Gut;Kein Wohnraum;Gut;Lower East Side;5;2005.0;2;2023;804;7;176149
2284;Durchschnitt;Durchschnitt;1962.0;;1.0;1962.0;1413;Durchschnitt;0;;Freizeitraum;Durchschnitt;Lower East Side;5;0.0;2;2017;924;5;131609
1636;Gut;Gut;2000.0;;2.0;2000.0;1236;Sehr gut;1;Durchschnitt;Niedrige Qualität;Gut;Upper East Side;7;2001.0;1;2017;1717;5;219348
1017;Durchschnitt;Gut;1978.0;;2.0;1983.0;746;Durchschnitt;0;;Niedrige Qualität;Durchschnitt;Lower East Side;5;0.0;2;2018;943;5;163639
1420;Durchschnitt;Durchschnitt;1949.0;;1.0;1949.0;910;Schlecht;2;Durchschnitt;Niedrige Qualität;Durchschnitt;Upper East Side;5;1960.0;2;2016;1465;5;147357
657;Gut;Durchschnitt;2013.0;;3.0;2013.0;869;Sehr gut;1;Durchschnitt;Guter Wohnraum;Gut;Upper West Side;9;2014.0;5;2020;1947;5;360565
1230;Durchschnitt;Durchschnitt;1967.0;;1.0;1967.0;756;Sehr gut;0;;Mittlerer Wohnraum;Durchschnitt;Queensland Doors;4;0.0;4;2019;952;7;171767
714;Durchschnitt;Durchschnitt;2007.0;;2.0;2007.0;869;Sehr gut;1;Durchschnitt;Guter Wohnraum;Gut;Upper West Side;7;0.0;4;2015;2097;6;296682
1835;Durchschnitt;Durchschnitt;1930.0;;1.0;1930.0;699;Durchschnitt;0;;Niedrige Qualität;Durchschnitt;Lower East Side;3;1959.0;5;2015;492;5;66518
282;Durchschnitt;Durchschnitt;1971.0;;2.0;1971.0;944;Gut;2;Durchschnitt;Freizeitraum;Durchschnitt;Upper East Side;5;0.0;5;2019;1721;3;183471
2549;Gut;Durchschnitt;2002.0;;2.0;2002.0;4771;Sehr gut;2;Schlecht;Guter Wohnraum;Gut;Upper East Side;6;0.0;5;2017;1953;5;280766
1105;Durchschnitt;Durchschnitt;1981.0;;2.0;1981.0;1093;Gut;1;Durchschnitt;Mittlerer Wohnraum;Durchschnitt;Upper East Side;5;0.0;4;2017;1484;6;204725
430;Durchschnitt;Durchschnitt;1976.0;;1.0;1976.0;783;Durchschnitt;1;Sehr schlecht;Freizeitraum;Durchschnitt;Lower East Side;5;0.0;5;2015;941;6;139742
1240;Durchschnitt;Durchschnitt;1986.0;;2.0;1986.0;863;Durchschnitt;0;;Rohbau;Durchschnitt;Lower East Side;5;0.0;5;2015;1967;4;169270
123;Gut;Durchschnitt;2013.0;;2.0;2013.0;188;Sehr gut;0;;Guter Wohnraum;Gut;Upper East Side;6;0.0;5;2023;1573;5;262743
2242;Durchschnitt;Durchschnitt;1921.0;;1.0;1961.0;1054;Gut;0;;Rohbau;Durchschnitt;Lower East Side;4;2011.0;3;2018;1346;7;136265
1900;Gut;Durchschnitt;2015.0;;2.0;2015.0;393;Sehr gut;1;Gut;Guter Wohnraum;Gut;Upper West Side;6;0.0;1;2019;848;5;182838
2612;Durchschnitt;Durchschnitt;1971.0;;1.0;1971.0;1220;Durchschnitt;0;;Freizeitraum;Durchschnitt;Queensland Doors;5;0.0;2;2023;988;5;176149
992;Gut;Durchschnitt;2016.0;;2.0;2016.0;308;Sehr gut;1;Durchschnitt;Rohbau;Gut;Heroes Park;7;0.0;5;2022;1405;5;196985
500;Durchschnitt;Durchschnitt;1932.0;;1.0;1982.0;865;Sehr gut;1;Gut;Rohbau;Gut;Upper East Side;6;2003.0;3;2023;2447;7;250161
1875;Durchschnitt;Durchschnitt;1958.0;;2.0;1989.0;1322;Gut;1;Durchschnitt;;Durchschnitt;Upper East Side;5;1960.0;2;2016;2320;6;190102
6;Durchschnitt;Durchschnitt;1973.0;;2.0;1973.0;704;Gut;0;;Freizeitraum;Durchschnitt;Queensland Doors;5;0.0;1;2020;1144;6;184164
2497;Durchschnitt;Durchschnitt;1976.0;;2.0;1976.0;895;Durchschnitt;0;;Freizeitraum;Durchschnitt;Queensland Doors;6;0.0;3;2021;1516;6;228551
7;Durchschnitt;Durchschnitt;2011.0;;2.0;2011.0;935;Sehr gut;0;;Rohbau;Gut;Upper West Side;7;0.0;3;2022;1779;5;225338
2501;Durchschnitt;Durchschnitt;1971.0;;0.0;;807;Durchschnitt;0;;Guter Wohnraum;Durchschnitt;Lower East Side;5;0.0;1;2020;1006;3;105274
1183;Durchschnitt;Durchschnitt;1961.0;;1.0;1961.0;1232;Durchschnitt;0;;Kein Wohnraum;Durchschnitt;Lower East Side;5;0.0;2;2018;1558;5;184931
1082;Durchschnitt;Durchschnitt;1969.0;;1.0;1969.0;539;Gut;0;;Freizeitraum;Durchschnitt;Lower East Side;5;0.0;1;2020;928;6;148042
916;Durchschnitt;Durchschnitt;1980.0;;0.0;;642;Durchschnitt;0;;;Durchschnitt;Upper East Side;4;0.0;1;2023;2650;6;236839
1513;Gut;Durchschnitt;2012.0;;2.0;2012.0;337;Sehr gut;0;;Guter Wohnraum;Gut;Upper East Side;7;0.0;1;2022;1452;5;177628
2002;Gut;Durchschnitt;2016.0;;3.0;2016.0;806;Sehr gut;1;Gut;Rohbau;Gut;Upper East Side;8;0.0;4;2017;1959;5;315861
1905;Gut;Gut;2006.0;;2.0;2006.0;1163;Sehr gut;1;Schlecht;Guter Wohnraum;Gut;Upper East Side;6;2007.0;3;2023;1797;5;341936
2371;Gut;Durchschnitt;2014.0;;2.0;2014.0;853;Sehr gut;1;Gut;Rohbau;Gut;Upper East Side;7;0.0;5;2023;2035;5;329354
1128;Durchschnitt;Durchschnitt;2009.0;;2.0;2009.0;1180;Sehr gut;1;Durchschnitt;Guter Wohnraum;Gut;Upper West Side;6;2010.0;4;2020;1493;5;274898
2441;Durchschnitt;Durchschnitt;1985.0;;1.0;1985.0;150;Durchschnitt;0;;Mittlerer Wohnraum;Durchschnitt;Lower East Side;5;0.0;3;2022;1302;7;136068
2148;Gut;Durchschnitt;1985.0;;2.0;1985.0;1571;Durchschnitt;2;Gut;Niedrige Qualität;Gut;Heroes Park;7;2014.0;3;2018;2167;7;357695
1274;Durchschnitt;Durchschnitt;1964.0;Pool;4.0;1964.0;3906;Sehr gut;0;;;Durchschnitt;Upper East Side;3;0.0;4;2018;2034;5;158164
1884;Durchschnitt;Durchschnitt;1966.0;;1.0;2013.0;635;Gut;0;;Freizeitraum;Schlecht;Queensland Doors;4;0.0;3;2018;1540;4;139915
1079;Durchschnitt;Durchschnitt;1930.0;;1.0;1930.0;485;Sehr gut;0;;Rohbau;Sehr gut;Lower East Side;5;1960.0;1;2017;691;6;100607
1501;Gut;Durchschnitt;2018.0;;2.0;2018.0;898;Sehr gut;1;Gut;Guter Wohnraum;Gut;Upper East Side;8;2019.0;1;2020;1460;5;325035
1028;Durchschnitt;Durchschnitt;2010.0;;2.0;2010.0;911;Sehr gut;1;Durchschnitt;Mittlerer Wohnraum;Durchschnitt;Upper East Side;6;0.0;2;2022;1608;5;215773
230;Durchschnitt;Durchschnitt;1921.0;;0.0;;624;Durchschnitt;0;;Guter Wohnraum;Durchschnitt;Lower East Side;5;2002.0;2;2019;1347;7;136021
977;Gut;Durchschnitt;2011.0;;2.0;2011.0;737;Sehr gut;1;Durchschnitt;Guter Wohnraum;Durchschnitt;Upper East Side;7;2012.0;3;2019;1892;5;286911
2147;Durchschnitt;Durchschnitt;1963.0;;1.0;1963.0;647;Gut;0;;Freizeitraum;Durchschnitt;Queensland Doors;5;1995.0;2;2022;1904;4;157133
2145;Durchschnitt;Durchschnitt;1968.0;;2.0;1968.0;1596;Durchschnitt;2;Gut;Kein Wohnraum;Schlecht;Lower East Side;5;0.0;3;2015;1466;4;162131
421;Durchschnitt;Durchschnitt;1960.0;;2.0;1990.0;640;Gut;0;;Mittlerer Wohnraum;Gut;Queensland Doors;5;2012.0;1;2017;864;8;150911
196;Durchschnitt;Durchschnitt;1954.0;;1.0;1954.0;671;Schlecht;2;Gut;Kein Wohnraum;Gut;Upper East Side;6;1962.0;2;2021;1494;7;242921
2095;Durchschnitt;Durchschnitt;1971.0;;1.0;1971.0;654;Gut;0;;Rohbau;Durchschnitt;Queensland Doors;5;0.0;2;2022;1041;6;145746
2483;Gut;Durchschnitt;2014.0;;2.0;2014.0;1004;Sehr gut;1;Durchschnitt;Guter Wohnraum;Gut;Upper East Side;8;0.0;3;2019;1440;5;294186
1364;Durchschnitt;Durchschnitt;1936.0;;1.0;1936.0;625;Sehr gut;2;Gut;Mittlerer Wohnraum;Gut;Upper East Side;7;2007.0;2;2016;1479;8;179978
2161;Gut;Durchschnitt;2016.0;;2.0;2016.0;215;Sehr gut;0;;Guter Wohnraum;Gut;Upper East Side;7;0.0;1;2023;1080;5;217758
671;Durchschnitt;Durchschnitt;1926.0;;1.0;1971.0;1400;Sehr gut;0;;Rohbau;Durchschnitt;Upper East Side;6;1987.0;4;2019;1680;7;223961
898;Durchschnitt;Durchschnitt;1938.0;;1.0;1994.0;509;Durchschnitt;1;Gut;Rohbau;Durchschnitt;Lower East Side;7;1962.0;2;2020;1111;7;153832
358;Durchschnitt;Durchschnitt;1928.0;;1.0;1965.0;740;Gut;0;;Rohbau;Schlecht;Lower East Side;5;1960.0;2;2016;1250;7;130484
690;Gut;Durchschnitt;2014.0;;2.0;2014.0;294;Sehr gut;0;;Rohbau;Gut;Lower East Side;7;0.0;2;2016;1708;5;146232
2012;Gut;Durchschnitt;2020.0;;2.0;2020.0;769;Sehr gut;0;;Rohbau;Gut;Upper East Side;7;0.0;3;2021;1402;5;314497
2333;Gut;Durchschnitt;2013.0;;2.0;2014.0;1116;Sehr gut;0;;Guter Wohnraum;Gut;Upper East Side;5;2014.0;3;2017;1094;5;174308
387;Durchschnitt;Durchschnitt;1965.0;;1.0;1965.0;981;Durchschnitt;0;;Kein Wohnraum;Schlecht;Queensland Doors;5;0.0;2;2023;1064;7;199832
1732;Durchschnitt;Schlecht;1942.0;;1.0;1962.0;697;Sehr gut;2;Durchschnitt;Niedrige Qualität;Durchschnitt;Lower East Side;7;1961.0;5;2018;1818;4;206222
1446;Sehr gut;Durchschnitt;2016.0;;4.0;2016.0;1125;Sehr gut;1;Sehr gut;Guter Wohnraum;Sehr gut;Heroes Park;10;2017.0;2;2019;2790;5;582046
1937;Gut;Durchschnitt;2015.0;;3.0;2015.0;1185;Sehr gut;1;Gut;Rohbau;Gut;Heroes Park;8;2016.0;2;2021;2400;5;396885
756;Durchschnitt;Durchschnitt;1975.0;;2.0;2009.0;1154;Sehr gut;1;Durchschnitt;Mittlerer Wohnraum;Durchschnitt;Lower East Side;5;2011.0;3;2021;1464;6;239499
2544;Durchschnitt;Durchschnitt;2009.0;;2.0;2009.0;399;Sehr gut;0;;Guter Wohnraum;Durchschnitt;Upper East Side;6;0.0;1;2020;1189;5;211207
2307;Durchschnitt;Durchschnitt;1988.0;;2.0;1988.0;868;Durchschnitt;1;Schlecht;Mittlerer Wohnraum;Durchschnitt;Upper West Side;5;0.0;3;2018;1009;7;194664
2347;Durchschnitt;Durchschnitt;1971.0;;2.0;1971.0;2978;Durchschnitt;1;Gut;Rohbau;Durchschnitt;Lower East Side;6;0.0;5;2015;2486;5;237952
2443;Durchschnitt;Gut;1936.0;;1.0;1980.0;607;Durchschnitt;1;Gut;Niedrige Qualität;Durchschnitt;Lower East Side;5;2005.0;2;2018;1060;7;166073
894;Gut;Durchschnitt;2019.0;;2.0;2019.0;282;Sehr gut;0;;Rohbau;Gut;Upper East Side;7;0.0;5;2020;1392;5;192126
1120;Durchschnitt;Durchschnitt;2008.0;;2.0;2008.0;1959;Sehr gut;1;Durchschnitt;Guter Wohnraum;Durchschnitt;Upper East Side;7;2009.0;1;2020;1446;5;230288
1102;Durchschnitt;Durchschnitt;1985.0;;2.0;1985.0;943;Durchschnitt;1;Durchschnitt;Mittlerer Wohnraum;Gut;Upper East Side;6;2010.0;1;2016;1875;6;207537
718;Gut;Durchschnitt;2015.0;;2.0;2015.0;751;Sehr gut;0;;Guter Wohnraum;Gut;Upper West Side;7;0.0;2;2020;1710;5;274371
1113;Gut;Durchschnitt;2014.0;;2.0;2014.0;747;Sehr gut;1;Gut;Rohbau;Gut;Upper East Side;7;0.0;1;2019;1986;5;269512
2538;Durchschnitt;Durchschnitt;1989.0;;2.0;1989.0;699;Durchschnitt;1;Durchschnitt;Mittlerer Wohnraum;Durchschnitt;Lower East Side;6;0.0;4;2023;1117;5;158386
464;Durchschnitt;Durchschnitt;1990.0;;2.0;1999.0;629;Durchschnitt;0;;Kein Wohnraum;Durchschnitt;Lower East Side;5;0.0;3;2022;980;6;153717
1487;Durchschnitt;Durchschnitt;1935.0;;1.0;1935.0;862;Gut;0;;Rohbau;Gut;Lower East Side;5;2004.0;1;2017;1472;8;146232
746;Gut;Durchschnitt;1990.0;;2.0;1990.0;1494;Gut;1;Durchschnitt;Mittlerer Wohnraum;Gut;Upper East Side;6;2013.0;4;2022;1602;7;244809
1238;Durchschnitt;Durchschnitt;1978.0;;1.0;1978.0;848;Durchschnitt;0;;Freizeitraum;Durchschnitt;Queensland Doors;5;0.0;1;2020;892;5;144752
103;Durchschnitt;Durchschnitt;1960.0;;1.0;1960.0;774;Durchschnitt;0;;Freizeitraum;Durchschnitt;Lower East Side;5;0.0;4;2017;1435;6;150034
971;Durchschnitt;Durchschnitt;1938.0;;2.0;1938.0;642;Gut;1;Durchschnitt;Rohbau;Gut;Upper East Side;7;2003.0;5;2018;1718;7;289563
12;Gut;Durchschnitt;2007.0;Pool;3.0;2007.0;1399;Sehr gut;2;Durchschnitt;Guter Wohnraum;Sehr gut;Upper West Side;10;0.0;2;2018;4476;5;906406
1059;Gut;Durchschnitt;2001.0;;3.0;2001.0;1179;Sehr gut;1;Durchschnitt;Kein Wohnraum;Gut;Upper East Side;7;0.0;2;2017;2127;5;278426
416;Durchschnitt;Durchschnitt;1948.0;;2.0;1978.0;552;Gut;1;Gut;Niedrige Qualität;Durchschnitt;Lower East Side;6;1960.0;4;2017;1409;5;147402
2190;Sehr gut;Durchschnitt;2020.0;;3.0;2020.0;983;Sehr gut;1;Sehr gut;Guter Wohnraum;Sehr gut;Upper East Side;10;0.0;5;2021;2007;5;424256
1156;Durchschnitt;Durchschnitt;1972.0;;0.0;;975;Durchschnitt;0;;Rohbau;Durchschnitt;Lower East Side;5;0.0;2;2022;1678;5;136524
2301;Durchschnitt;Durchschnitt;1946.0;;1.0;1946.0;766;Durchschnitt;1;Gut;Rohbau;Durchschnitt;Lower East Side;6;1959.0;3;2015;1376;6;129251
1246;Durchschnitt;Gut;1970.0;;1.0;1970.0;842;Gut;0;;Kein Wohnraum;Durchschnitt;Queensland Doors;6;0.0;3;2020;1080;7;178966
365;Durchschnitt;Durchschnitt;2007.0;;2.0;2007.0;815;Gut;1;Durchschnitt;Rohbau;Durchschnitt;Upper East Side;7;0.0;1;2015;1632;5;190902
1198;Gut;Durchschnitt;2018.0;;2.0;2018.0;796;Sehr gut;1;Gut;Rohbau;Gut;Upper East Side;6;2019.0;4;2022;1490;5;191064
250;Durchschnitt;Durchschnitt;1978.0;;2.0;1978.0;775;Sehr gut;0;;Mittlerer Wohnraum;Durchschnitt;Queensland Doors;5;0.0;4;2016;1770;5;174353
2489;Gut;Durchschnitt;2010.0;;2.0;2010.0;969;Sehr gut;1;Durchschnitt;Guter Wohnraum;Gut;Upper West Side;7;0.0;2;2018;1873;5;286521
1280;Durchschnitt;Schlecht;1923.0;;0.0;;813;Schlecht;0;;Rohbau;Schlecht;Lower East Side;5;1963.0;1;2023;2256;3;113238
166;Sehr gut;Durchschnitt;2018.0;;3.0;2018.0;999;Sehr gut;2;Gut;Guter Wohnraum;Sehr gut;Upper East Side;9;2019.0;4;2022;2490;5;532887
1650;Gut;Durchschnitt;2014.0;;2.0;2014.0;394;Sehr gut;0;;Guter Wohnraum;Gut;Upper West Side;6;0.0;2;2019;848;5;172716
1768;Durchschnitt;Durchschnitt;1986.0;;2.0;1986.0;1139;Durchschnitt;2;Durchschnitt;Guter Wohnraum;Gut;Upper East Side;7;0.0;5;2021;2067;6;281925
152;Gut;Durchschnitt;2005.0;;2.0;2005.0;1003;Sehr gut;1;Durchschnitt;Rohbau;Gut;Upper East Side;6;0.0;5;2023;1845;5;279766
1654;Durchschnitt;Durchschnitt;1922.0;;1.0;1968.0;645;Durchschnitt;0;;Mittlerer Wohnraum;Durchschnitt;Lower East Side;5;2018.0;4;2021;1022;4;116328
2361;Durchschnitt;Durchschnitt;1990.0;;2.0;1990.0;833;Durchschnitt;2;Schlecht;Guter Wohnraum;Durchschnitt;Upper East Side;6;0.0;1;2022;1287;7;196985
785;Durchschnitt;Durchschnitt;1974.0;;2.0;1995.0;763;Sehr gut;0;;Guter Wohnraum;Durchschnitt;Lower East Side;5;0.0;5;2022;864;6;160548
1350;Gut;Durchschnitt;2014.0;;2.0;2014.0;271;Sehr gut;1;Durchschnitt;Guter Wohnraum;Gut;Upper East Side;7;0.0;3;2016;1548;5;253094
1171;Gut;Gut;1922.0;;2.0;1986.0;863;Durchschnitt;0;;Rohbau;Gut;Lower East Side;4;1962.0;3;2021;1510;4;119749
2266;Gut;Durchschnitt;1951.0;;3.0;1951.0;1907;Sehr gut;3;Gut;Rohbau;Durchschnitt;Queensland Doors;7;1973.0;3;2016;2039;5;187852
366;Gut;Durchschnitt;2014.0;;2.0;2014.0;281;Sehr gut;0;;Rohbau;Gut;Upper East Side;7;0.0;3;2015;1200;5;155914
234;Gut;Gut;1921.0;;2.0;2003.0;924;Sehr gut;0;;Rohbau;Gut;Lower East Side;8;2010.0;3;2018;1772;9;224959
1659;Gut;Durchschnitt;2010.0;;2.0;2010.0;645;Sehr gut;1;Durchschnitt;Rohbau;Gut;Upper East Side;8;2011.0;5;2015;1568;5;239033
1805;Durchschnitt;Durchschnitt;1932.0;;2.0;2017.0;1108;Gut;0;;Rohbau;Gut;Lower East Side;6;2012.0;3;2021;1196;8;150542
1668;Durchschnitt;Durchschnitt;1972.0;;2.0;2002.0;1167;Sehr gut;2;Durchschnitt;Freizeitraum;Durchschnitt;Upper East Side;5;0.0;1;2015;1000;6;177382
703;Gut;Durchschnitt;2006.0;;2.0;2006.0;893;Sehr gut;1;Durchschnitt;Guter Wohnraum;Gut;Upper West Side;8;2007.0;1;2018;2090;5;291996
839;Gut;Durchschnitt;1961.0;;1.0;1961.0;1090;Gut;1;Gut;Freizeitraum;Durchschnitt;Queensland Doors;5;1962.0;4;2021;1268;7;182019
1331;Durchschnitt;Durchschnitt;1980.0;;2.0;1980.0;987;Durchschnitt;2;Gut;Mittlerer Wohnraum;Durchschnitt;Queensland Doors;6;0.0;3;2019;2112;5;261794
1242;Durchschnitt;Durchschnitt;1972.0;;1.0;1972.0;703;Gut;0;;Mittlerer Wohnraum;Durchschnitt;Queensland Doors;5;0.0;3;2020;1507;5;167123
468;Durchschnitt;Durchschnitt;1967.0;;2.0;1967.0;1293;Sehr gut;2;Durchschnitt;Guter Wohnraum;Gut;Upper East Side;6;2014.0;3;2017;1839;7;301238
1754;Durchschnitt;Gut;1983.0;;0.0;;163;Gut;0;;Mittlerer Wohnraum;Durchschnitt;Lower East Side;4;0.0;4;2019;630;7;102490
1197;Durchschnitt;Durchschnitt;2003.0;;2.0;2003.0;683;Gut;1;Durchschnitt;Rohbau;Durchschnitt;Upper East Side;6;2004.0;2;2017;1642;5;196536
418;Durchschnitt;Durchschnitt;1972.0;;1.0;1972.0;1120;Durchschnitt;1;Sehr schlecht;Mittlerer Wohnraum;Durchschnitt;Queensland Doors;4;0.0;2;2020;1100;5;185546
2598;Durchschnitt;Durchschnitt;1994.0;;2.0;1994.0;734;Durchschnitt;2;Durchschnitt;;Durchschnitt;Upper East Side;6;0.0;3;2022;1882;7;182183
1241;Gut;Durchschnitt;2019.0;;2.0;2020.0;923;Sehr gut;1;Gut;Guter Wohnraum;Gut;Heroes Park;7;2020.0;1;2021;1358;5;290820
2488;Durchschnitt;Durchschnitt;1919.0;;2.0;1919.0;564;Sehr gut;0;;Rohbau;Durchschnitt;Lower East Side;7;2014.0;2;2015;2104;6;167648
2013;Durchschnitt;Durchschnitt;1919.0;;2.0;1919.0;4096;Durchschnitt;1;Gut;Rohbau;Durchschnitt;Upper East Side;6;2008.0;5;2019;2358;8;303676
1808;Gut;Durchschnitt;2013.0;;2.0;2013.0;1118;Sehr gut;1;Durchschnitt;Guter Wohnraum;Gut;Upper West Side;7;0.0;2;2020;1792;5;304638
2028;Durchschnitt;Durchschnitt;1969.0;;2.0;1969.0;1277;Durchschnitt;2;Gut;Rohbau;Durchschnitt;Queensland Doors;6;0.0;5;2020;1790;5;236867
669;Durchschnitt;Durchschnitt;1936.0;;1.0;1983.0;646;Durchschnitt;0;;Kein Wohnraum;Durchschnitt;Upper East Side;5;1960.0;4;2017;1422;5;159685
1612;Durchschnitt;Durchschnitt;1988.0;;2.0;1988.0;631;Durchschnitt;2;Durchschnitt;Guter Wohnraum;Durchschnitt;Queensland Doors;5;0.0;1;2015;943;5;147054
1644;Durchschnitt;Durchschnitt;1996.0;;2.0;1996.0;1235;Gut;1;Durchschnitt;Guter Wohnraum;Gut;Upper East Side;6;0.0;4;2015;1137;6;190361
2163;Gut;Durchschnitt;2016.0;Familienverkauf;3.0;2016.0;861;Sehr gut;0;;Rohbau;Gut;Upper East Side;7;0.0;5;2017;1977;5;292464
1733;Durchschnitt;Sehr Schlecht;1953.0;;0.0;;475;Sehr gut;0;;Rohbau;Schlecht;Lower East Side;3;1979.0;1;2023;1306;2;113238
570;Durchschnitt;Durchschnitt;1985.0;;2.0;1985.0;1754;Durchschnitt;2;Durchschnitt;Mittlerer Wohnraum;Durchschnitt;Heroes Park;6;0.0;3;2019;1430;5;242941
2376;Durchschnitt;Durchschnitt;1980.0;;1.0;1980.0;698;Sehr gut;0;;Mittlerer Wohnraum;Gut;Lower East Side;5;2017.0;3;2022;899;7;148024
